Disease;Symptom_1;Symptom_2;Symptom_3;Symptom_4;Symptom_5;Symptom_6;Symptom_7;Symptom_8;Symptom_9
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
Pneumonia;chills;fatigue;cough;high_fever;breathlessness;sweating;malaise;phlegm;chest_pain
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings;lethargy;dizziness;puffy_face_and_eyes;enlarged_thyroid;brittle_nails
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness;sweating;diarrhoea;fast_heart_rate;excessive_hunger;muscle_weakness
Hypoglycemia;vomiting;fatigue;anxiety;sweating;headache;nausea;blurred_and_distorted_vision;excessive_hunger;drying_and_tingling_lips
Diabetes;fatigue;weight_loss;restlessness;lethargy;irregular_sugar_level;blurred_and_distorted_vision;obesity;excessive_hunger;increased_appetite
Migraine;acidity;indigestion;headache;blurred_and_distorted_vision;excessive_hunger;stiff_neck;depression;irritability;visual_disturbances
Chicken pox;itching;skin_rash;fatigue;lethargy;high_fever;headache;loss_of_appetite;mild_fever;swelled_lymph_nodes
Dengue;skin_rash;chills;joint_pain;vomiting;fatigue;high_fever;headache;nausea;loss_of_appetite
Typhoid;chills;vomiting;fatigue;high_fever;headache;nausea;constipation;abdominal_pain;diarrhoea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;diarrhoea;mild_fever
Hepatitis B;itching;fatigue;lethargy;yellowish_skin;dark_urine;loss_of_appetite;abdominal_pain;yellow_urine;yellowing_of_eyes
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain;yellowing_of_eyes
Hepatitis E;joint_pain;vomiting;fatigue;high_fever;yellowish_skin;dark_urine;nausea;loss_of_appetite;abdominal_pain
Tuberculosis;chills;vomiting;fatigue;weight_loss;cough;high_fever;breathlessness;sweating;loss_of_appetite
Common Cold;continuous_sneezing;chills;fatigue;cough;high_fever;headache;swelled_lymph_nodes;malaise;phlegm
